,DateCourse,Numéro -Voit_sched,sched_start,sched_end,Type,CodeLong,Ligne,Category,sched_start_ts,actual_exit_ts,Numéro -Voit_actual,TypeSens
142066,2025-05-31,48z - 51,1900-01-01 23:06:00,1900-01-01 23:25:20,Régulier,CRCO02,48,ODIER,2025-05-31 23:06:00,2025-05-31 23:06:00,48 - 51,0.0
142808,2025-05-31,74 - 4,1900-01-01 23:07:00,1900-01-01 23:26:40,Régulier,SYGA00,72,GLOBE,2025-05-31 23:07:00,2025-05-31 23:07:00,72 - 4,0.0
142710,2025-05-31,70z - 51,1900-01-01 23:08:00,1900-01-01 23:23:00,Régulier,SYGA00,70,ODIER,2025-05-31 23:08:00,2025-05-31 23:08:00,70 - 51,0.0
142102,2025-05-31,48z - 52,1900-01-01 23:12:40,1900-01-01 23:30:40,Régulier,ZIPL02,48,ODIER,2025-05-31 23:12:40,2025-05-31 23:12:00,48 - 52,0.0
141607,2025-05-31,32z - 6,1900-01-01 23:22:20,1900-01-01 23:49:40,Régulier,JUMR01,32,Genève-Tours,2025-05-31 23:22:20,2025-05-31 23:22:00,32 - 6,0.0
142028,2025-05-31,48z - 53,1900-01-01 23:24:00,1900-01-01 23:34:40,Régulier,LULY00,47,ODIER,2025-05-31 23:24:00,2025-05-31 23:24:00,47 - 53,0.0
141561,2025-05-31,33z - 8,1900-01-01 23:29:00,1900-01-01 23:44:40,Régulier,PMAR00,31,Genève-Tours,2025-05-31 23:29:00,2025-05-31 23:29:00,31 - 8,0.0
141991,2025-05-31,48z - 52,1900-01-01 23:31:00,1900-01-01 23:42:40,Régulier,CRCO05,47,ODIER,2025-05-31 23:31:00,2025-05-31 23:31:00,47 - 52,0.0
142067,2025-05-31,48z - 53,1900-01-01 23:36:00,1900-01-01 23:55:20,Régulier,CRCO02,48,ODIER,2025-05-31 23:36:00,2025-05-31 23:36:00,48 - 53,0.0
142679,2025-05-31,70z - 51,1900-01-01 23:38:00,1900-01-01 23:54:20,Régulier,CRCO05,70,ODIER,2025-05-31 23:38:00,2025-05-31 23:38:00,70 - 51,0.0
142103,2025-05-31,48z - 51,1900-01-01 23:44:00,,Régulier,ZIPL02,48,ODIER,2025-05-31 23:44:00,2025-05-31 23:44:00,48 - 51,0.0
141649,2025-05-31,33z - 8,1900-01-01 23:52:20,,Régulier,PRSM00,32,Genève-Tours,2025-05-31 23:52:20,2025-05-31 23:52:00,32 - 8,0.0
141592,2025-05-31,32z - 6,1900-01-01 23:54:00,,Régulier,PRSM00,31,Genève-Tours,2025-05-31 23:54:00,2025-05-31 23:54:00,31 - 6,0.0
142029,2025-05-31,48z - 52,1900-01-01 23:54:00,,Régulier,LULY00,47,ODIER,2025-05-31 23:54:00,2025-05-31 23:54:00,47 - 52,0.0
143362,2025-06-01,32 - 1,1900-01-01 04:53:00,1900-01-01 05:10:20,Régulier,PRSM00,31,Genève-Tours,2025-06-01 04:53:00,2025-06-01 04:53:00,31 - 1,0.0
143641,2025-06-01,48z - 51,1900-01-01 04:54:00,1900-01-01 05:04:20,Régulier,LULY00,47,ODIER,2025-06-01 04:54:00,2025-06-01 04:54:00,47 - 51,0.0
143716,2025-06-01,48z - 52,1900-01-01 05:02:00,1900-01-01 05:18:20,Régulier,ZIPL02,48,ODIER,2025-06-01 05:02:00,2025-06-01 05:02:00,48 - 52,0.0
143679,2025-06-01,48z - 51,1900-01-01 05:06:00,1900-01-01 05:26:20,Régulier,CRCO02,48,ODIER,2025-06-01 05:06:00,2025-06-01 05:06:00,48 - 51,0.0
143438,2025-06-01,32 - 2,1900-01-01 05:07:00,1900-01-01 05:26:40,Régulier,RIVE04,33,Genève-Tours,2025-06-01 05:07:00,2025-06-01 05:07:00,33 - 2,0.0
144112,2025-06-01,70z - 51,1900-01-01 05:09:00,1900-01-01 05:25:20,Régulier,CRCO05,70,ODIER,2025-06-01 05:09:00,2025-06-01 05:09:00,70 - 51,0.0
143807,2025-06-01,55 - 21,1900-01-01 05:10:00,1900-01-01 05:29:40,Régulier,CHAV00,55,ODIER,2025-06-01 05:10:00,2025-06-01 05:10:00,55 - 1,0.0
143419,2025-06-01,32 - 1,1900-01-01 05:12:20,1900-01-01 05:31:20,Régulier,PMAR01,33,Genève-Tours,2025-06-01 05:12:20,2025-06-01 05:12:00,33 - 1,0.0
143604,2025-06-01,48z - 52,1900-01-01 05:20:00,1900-01-01 05:31:40,Régulier,CRCO05,47,ODIER,2025-06-01 05:20:00,2025-06-01 05:20:00,47 - 52,0.0
144186,2025-06-01,71 - 2,1900-01-01 05:25:00,1900-01-01 05:44:00,Régulier,SYGA00,72,GLOBE,2025-06-01 05:25:00,2025-06-01 05:25:00,72 - 2,0.0
143343,2025-06-01,32 - 2,1900-01-01 05:27:40,1900-01-01 05:43:20,Régulier,PMAR00,31,Genève-Tours,2025-06-01 05:27:40,2025-06-01 05:27:00,31 - 2,0.0
144131,2025-06-01,70z - 51,1900-01-01 05:35:00,1900-01-01 05:50:00,Régulier,SYGA00,70,ODIER,2025-06-01 05:35:00,2025-06-01 05:35:00,70 - 51,0.0
143680,2025-06-01,48z - 53,1900-01-01 05:36:00,1900-01-01 05:56:20,Régulier,CRCO02,48,ODIER,2025-06-01 05:36:00,2025-06-01 05:36:00,48 - 53,0.0
143788,2025-06-01,55 - 21,1900-01-01 05:41:00,1900-01-01 06:01:20,Régulier,BOSY00,55,ODIER,2025-06-01 05:41:00,2025-06-01 05:41:00,55 - 1,0.0
143717,2025-06-01,48z - 51,1900-01-01 05:42:40,1900-01-01 05:59:00,Régulier,ZIPL02,48,ODIER,2025-06-01 05:42:40,2025-06-01 05:42:00,48 - 51,0.0
143492,2025-06-01,33 - 6,1900-01-01 05:43:00,1900-01-01 06:04:20,Régulier,LULI00,37,Genève-Tours,2025-06-01 05:43:00,2025-06-01 05:43:00,37 - 6,0.0
143363,2025-06-01,33 - 5,1900-01-01 05:53:40,1900-01-01 06:11:00,Régulier,PRSM00,31,Genève-Tours,2025-06-01 05:53:40,2025-06-01 05:53:00,31 - 5,0.0
143642,2025-06-01,48z - 52,1900-01-01 05:54:00,1900-01-01 06:04:40,Régulier,LULY00,47,ODIER,2025-06-01 05:54:00,2025-06-01 05:54:00,47 - 52,0.0
143605,2025-06-01,48z - 51,1900-01-01 06:00:00,1900-01-01 06:11:40,Régulier,CRCO05,47,ODIER,2025-06-01 06:00:00,2025-06-01 06:00:00,47 - 51,0.0
144187,2025-06-01,71 - 2,1900-01-01 06:05:00,1900-01-01 06:24:00,Régulier,SYGA00,72,GLOBE,2025-06-01 06:05:00,2025-06-01 06:05:00,72 - 2,0.0
143681,2025-06-01,48z - 52,1900-01-01 06:06:00,1900-01-01 06:26:40,Régulier,CRCO02,48,ODIER,2025-06-01 06:06:00,2025-06-01 06:06:00,48 - 52,0.0
143439,2025-06-01,32 - 1,1900-01-01 06:07:20,1900-01-01 06:27:20,Régulier,RIVE04,33,Genève-Tours,2025-06-01 06:07:20,2025-06-01 06:07:00,33 - 1,0.0
144113,2025-06-01,70z - 51,1900-01-01 06:09:00,1900-01-01 06:25:20,Régulier,CRCO05,70,ODIER,2025-06-01 06:09:00,2025-06-01 06:09:00,70 - 51,0.0
143808,2025-06-01,55 - 21,1900-01-01 06:10:00,1900-01-01 06:29:40,Régulier,CHAV00,55,ODIER,2025-06-01 06:10:00,2025-06-01 06:10:00,55 - 1,0.0
143718,2025-06-01,48z - 53,1900-01-01 06:12:40,1900-01-01 06:29:00,Régulier,ZIPL02,48,ODIER,2025-06-01 06:12:40,2025-06-01 06:12:00,48 - 53,0.0
143643,2025-06-01,48z - 51,1900-01-01 06:24:00,1900-01-01 06:34:40,Régulier,LULY00,47,ODIER,2025-06-01 06:24:00,2025-06-01 06:24:00,47 - 51,0.0
143511,2025-06-01,33 - 6,1900-01-01 06:26:00,1900-01-01 06:46:20,Régulier,PRSM05,37,Genève-Tours,2025-06-01 06:26:00,2025-06-01 06:26:00,37 - 6,0.0
143344,2025-06-01,32 - 1,1900-01-01 06:27:40,1900-01-01 06:43:20,Régulier,PMAR00,31,Genève-Tours,2025-06-01 06:27:40,2025-06-01 06:27:00,31 - 1,0.0
143606,2025-06-01,48z - 53,1900-01-01 06:30:00,1900-01-01 06:41:40,Régulier,CRCO05,47,ODIER,2025-06-01 06:30:00,2025-06-01 06:30:00,47 - 53,0.0
144132,2025-06-01,70z - 51,1900-01-01 06:35:00,1900-01-01 06:50:00,Régulier,SYGA00,70,ODIER,2025-06-01 06:35:00,2025-06-01 06:35:00,70 - 51,0.0
143682,2025-06-01,48z - 51,1900-01-01 06:36:00,1900-01-01 06:56:40,Régulier,CRCO02,48,ODIER,2025-06-01 06:36:00,2025-06-01 06:36:00,48 - 51,0.0
143789,2025-06-01,55 - 21,1900-01-01 06:41:00,1900-01-01 07:01:20,Régulier,BOSY00,55,ODIER,2025-06-01 06:41:00,2025-06-01 06:41:00,55 - 1,0.0
143719,2025-06-01,48z - 52,1900-01-01 06:42:40,1900-01-01 06:59:00,Régulier,ZIPL02,48,ODIER,2025-06-01 06:42:40,2025-06-01 06:42:00,48 - 52,0.0
143364,2025-06-01,32 - 1,1900-01-01 06:53:40,1900-01-01 07:11:00,Régulier,PRSM00,31,Genève-Tours,2025-06-01 06:53:40,2025-06-01 06:53:00,31 - 1,0.0
143644,2025-06-01,48z - 53,1900-01-01 06:54:00,1900-01-01 07:04:40,Régulier,LULY00,47,ODIER,2025-06-01 06:54:00,2025-06-01 06:54:00,47 - 53,0.0
143493,2025-06-01,33 - 6,1900-01-01 06:58:00,1900-01-01 07:19:20,Régulier,LULI00,37,Genève-Tours,2025-06-01 06:58:00,2025-06-01 06:58:00,37 - 6,0.0
143607,2025-06-01,48z - 52,1900-01-01 07:00:00,1900-01-01 07:11:40,Régulier,CRCO05,47,ODIER,2025-06-01 07:00:00,2025-06-01 07:00:00,47 - 52,0.0
144188,2025-06-01,71 - 1,1900-01-01 07:05:00,1900-01-01 07:24:00,Régulier,SYGA00,72,GLOBE,2025-06-01 07:05:00,2025-06-01 07:05:00,72 - 1,0.0
143683,2025-06-01,48z - 53,1900-01-01 07:06:00,1900-01-01 07:26:40,Régulier,CRCO02,48,ODIER,2025-06-01 07:06:00,2025-06-01 07:06:00,48 - 53,0.0
144114,2025-06-01,70z - 51,1900-01-01 07:09:00,1900-01-01 07:25:20,Régulier,CRCO05,70,ODIER,2025-06-01 07:09:00,2025-06-01 07:09:00,70 - 51,0.0
143809,2025-06-01,55 - 21,1900-01-01 07:10:00,1900-01-01 07:29:40,Régulier,CHAV00,55,ODIER,2025-06-01 07:10:00,2025-06-01 07:10:00,55 - 1,0.0
143720,2025-06-01,48z - 51,1900-01-01 07:12:40,1900-01-01 07:29:00,Régulier,ZIPL02,48,ODIER,2025-06-01 07:12:40,2025-06-01 07:12:00,48 - 51,0.0
143421,2025-06-01,32 - 1,1900-01-01 07:13:20,1900-01-01 07:33:20,Régulier,PMAR01,33,Genève-Tours,2025-06-01 07:13:20,2025-06-01 07:13:00,33 - 1,0.0
143645,2025-06-01,48z - 52,1900-01-01 07:23:40,1900-01-01 07:34:20,Régulier,LULY00,47,ODIER,2025-06-01 07:23:40,2025-06-01 07:23:00,47 - 52,0.0
143512,2025-06-01,33 - 6,1900-01-01 07:26:00,1900-01-01 07:46:40,Régulier,PRSM05,37,Genève-Tours,2025-06-01 07:26:00,2025-06-01 07:26:00,37 - 6,0.0
143345,2025-06-01,33 - 5,1900-01-01 07:27:40,1900-01-01 07:43:20,Régulier,PMAR00,31,Genève-Tours,2025-06-01 07:27:40,2025-06-01 07:27:00,31 - 5,0.0
143608,2025-06-01,48z - 51,1900-01-01 07:30:00,1900-01-01 07:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 07:30:00,2025-06-01 07:30:00,47 - 51,0.0
144133,2025-06-01,70z - 51,1900-01-01 07:35:00,1900-01-01 07:50:00,Régulier,SYGA00,70,ODIER,2025-06-01 07:35:00,2025-06-01 07:35:00,70 - 51,0.0
143684,2025-06-01,48z - 52,1900-01-01 07:35:20,1900-01-01 07:56:00,Régulier,CRCO02,48,ODIER,2025-06-01 07:35:20,2025-06-01 07:35:00,48 - 52,0.0
143790,2025-06-01,55 - 21,1900-01-01 07:41:00,1900-01-01 08:02:00,Régulier,BOSY00,55,ODIER,2025-06-01 07:41:00,2025-06-01 07:41:00,55 - 1,0.0
143721,2025-06-01,48z - 53,1900-01-01 07:42:20,1900-01-01 07:59:20,Régulier,ZIPL02,48,ODIER,2025-06-01 07:42:20,2025-06-01 07:42:00,48 - 53,0.0
143365,2025-06-01,33 - 5,1900-01-01 07:53:40,1900-01-01 08:11:00,Régulier,PRSM00,31,Genève-Tours,2025-06-01 07:53:40,2025-06-01 07:53:00,31 - 5,0.0
143646,2025-06-01,48z - 51,1900-01-01 07:54:00,1900-01-01 08:04:40,Régulier,LULY00,47,ODIER,2025-06-01 07:54:00,2025-06-01 07:54:00,47 - 51,0.0
143494,2025-06-01,33 - 6,1900-01-01 07:58:00,1900-01-01 08:19:20,Régulier,LULI00,37,Genève-Tours,2025-06-01 07:58:00,2025-06-01 07:58:00,37 - 6,0.0
143609,2025-06-01,48z - 53,1900-01-01 08:00:00,1900-01-01 08:12:00,Régulier,CRCO05,47,ODIER,2025-06-01 08:00:00,2025-06-01 08:00:00,47 - 53,0.0
144189,2025-06-01,71 - 3,1900-01-01 08:05:00,1900-01-01 08:24:00,Régulier,SYGA00,72,GLOBE,2025-06-01 08:05:00,2025-06-01 08:05:00,72 - 3,0.0
143685,2025-06-01,48z - 51,1900-01-01 08:06:00,1900-01-01 08:26:40,Régulier,CRCO02,48,ODIER,2025-06-01 08:06:00,2025-06-01 08:06:00,48 - 51,0.0
143441,2025-06-01,32 - 1,1900-01-01 08:07:00,1900-01-01 08:28:20,Régulier,RIVE04,33,Genève-Tours,2025-06-01 08:07:00,2025-06-01 08:07:00,33 - 1,0.0
144115,2025-06-01,70z - 51,1900-01-01 08:09:00,1900-01-01 08:25:20,Régulier,CRCO05,70,ODIER,2025-06-01 08:09:00,2025-06-01 08:09:00,70 - 51,0.0
143810,2025-06-01,55 - 21,1900-01-01 08:10:00,1900-01-01 08:29:20,Régulier,CHAV00,55,ODIER,2025-06-01 08:10:00,2025-06-01 08:10:00,55 - 1,0.0
143722,2025-06-01,48z - 52,1900-01-01 08:12:20,1900-01-01 08:29:20,Régulier,ZIPL02,48,ODIER,2025-06-01 08:12:20,2025-06-01 08:12:00,48 - 52,0.0
143647,2025-06-01,48z - 53,1900-01-01 08:24:00,1900-01-01 08:34:40,Régulier,LULY00,47,ODIER,2025-06-01 08:24:00,2025-06-01 08:24:00,47 - 53,0.0
143346,2025-06-01,32 - 1,1900-01-01 08:28:40,1900-01-01 08:44:00,Régulier,PMAR00,31,Genève-Tours,2025-06-01 08:28:40,2025-06-01 08:28:00,31 - 1,0.0
143610,2025-06-01,48z - 52,1900-01-01 08:30:00,1900-01-01 08:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 08:30:00,2025-06-01 08:30:00,47 - 52,0.0
144134,2025-06-01,70z - 51,1900-01-01 08:35:00,1900-01-01 08:50:00,Régulier,SYGA00,70,ODIER,2025-06-01 08:35:00,2025-06-01 08:35:00,70 - 51,0.0
143686,2025-06-01,48z - 53,1900-01-01 08:36:00,1900-01-01 08:56:40,Régulier,CRCO02,48,ODIER,2025-06-01 08:36:00,2025-06-01 08:36:00,48 - 53,0.0
143791,2025-06-01,55 - 21,1900-01-01 08:41:00,1900-01-01 09:02:40,Régulier,BOSY00,55,ODIER,2025-06-01 08:41:00,2025-06-01 08:41:00,55 - 1,0.0
143723,2025-06-01,48z - 54,1900-01-01 08:42:00,1900-01-01 08:59:20,Régulier,ZIPL02,48,ODIER,2025-06-01 08:42:00,2025-06-01 08:42:00,48 - 54,0.0
143366,2025-06-01,33 - 6,1900-01-01 08:53:40,1900-01-01 09:11:00,Régulier,PRSM00,31,Genève-Tours,2025-06-01 08:53:40,2025-06-01 08:53:00,31 - 6,0.0
143648,2025-06-01,48z - 52,1900-01-01 08:54:00,1900-01-01 09:04:40,Régulier,LULY00,47,ODIER,2025-06-01 08:54:00,2025-06-01 08:54:00,47 - 52,0.0
143611,2025-06-01,48z - 54,1900-01-01 09:00:00,1900-01-01 09:12:00,Régulier,CRCO05,47,ODIER,2025-06-01 09:00:00,2025-06-01 09:00:00,47 - 54,0.0
144190,2025-06-01,71 - 3,1900-01-01 09:05:00,1900-01-01 09:24:00,Régulier,SYGA00,72,GLOBE,2025-06-01 09:05:00,2025-06-01 09:05:00,72 - 3,0.0
143687,2025-06-01,48z - 52,1900-01-01 09:06:00,1900-01-01 09:26:40,Régulier,CRCO02,48,ODIER,2025-06-01 09:06:00,2025-06-01 09:06:00,48 - 52,0.0
144116,2025-06-01,70z - 51,1900-01-01 09:09:00,1900-01-01 09:25:00,Régulier,CRCO05,70,ODIER,2025-06-01 09:09:00,2025-06-01 09:09:00,70 - 51,0.0
143811,2025-06-01,55 - 21,1900-01-01 09:10:00,1900-01-01 09:29:20,Régulier,CHAV00,55,ODIER,2025-06-01 09:10:00,2025-06-01 09:10:00,55 - 1,0.0
143724,2025-06-01,48z - 53,1900-01-01 09:11:20,1900-01-01 09:29:00,Régulier,ZIPL02,48,ODIER,2025-06-01 09:11:20,2025-06-01 09:11:00,48 - 53,0.0
143649,2025-06-01,48z - 54,1900-01-01 09:24:00,1900-01-01 09:34:40,Régulier,LULY00,47,ODIER,2025-06-01 09:24:00,2025-06-01 09:24:00,47 - 54,0.0
143347,2025-06-01,33 - 5,1900-01-01 09:26:40,1900-01-01 09:42:40,Régulier,PMAR00,31,Genève-Tours,2025-06-01 09:26:40,2025-06-01 09:26:00,31 - 5,0.0
143612,2025-06-01,48z - 53,1900-01-01 09:30:00,1900-01-01 09:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 09:30:00,2025-06-01 09:30:00,47 - 53,0.0
144135,2025-06-01,70z - 52,1900-01-01 09:35:00,1900-01-01 09:50:20,Régulier,SYGA00,70,ODIER,2025-06-01 09:35:00,2025-06-01 09:35:00,70 - 52,0.0
143688,2025-06-01,48z - 54,1900-01-01 09:36:00,1900-01-01 09:57:00,Régulier,CRCO02,48,ODIER,2025-06-01 09:36:00,2025-06-01 09:36:00,48 - 54,0.0
143792,2025-06-01,55 - 21,1900-01-01 09:41:00,1900-01-01 10:02:40,Régulier,BOSY00,55,ODIER,2025-06-01 09:41:00,2025-06-01 09:41:00,55 - 1,0.0
143725,2025-06-01,48z - 55,1900-01-01 09:42:00,1900-01-01 09:59:40,Régulier,ZIPL02,48,ODIER,2025-06-01 09:42:00,2025-06-01 09:42:00,48 - 55,0.0
143650,2025-06-01,48z - 53,1900-01-01 09:54:00,1900-01-01 10:04:40,Régulier,LULY00,47,ODIER,2025-06-01 09:54:00,2025-06-01 09:54:00,47 - 53,0.0
143367,2025-06-01,33 - 5,1900-01-01 09:54:40,1900-01-01 10:12:20,Régulier,PRSM00,31,Genève-Tours,2025-06-01 09:54:40,2025-06-01 09:54:00,31 - 5,0.0
143613,2025-06-01,48z - 55,1900-01-01 10:00:00,1900-01-01 10:12:00,Régulier,CRCO05,47,ODIER,2025-06-01 10:00:00,2025-06-01 10:00:00,47 - 55,0.0
143689,2025-06-01,48z - 53,1900-01-01 10:06:00,1900-01-01 10:27:00,Régulier,CRCO02,48,ODIER,2025-06-01 10:06:00,2025-06-01 10:06:00,48 - 53,0.0
144117,2025-06-01,70z - 52,1900-01-01 10:09:00,1900-01-01 10:25:20,Régulier,CRCO05,70,ODIER,2025-06-01 10:09:00,2025-06-01 10:09:00,70 - 52,0.0
143812,2025-06-01,55 - 21,1900-01-01 10:10:00,1900-01-01 10:30:20,Régulier,CHAV00,55,ODIER,2025-06-01 10:10:00,2025-06-01 10:10:00,55 - 1,0.0
143726,2025-06-01,48z - 54,1900-01-01 10:11:20,1900-01-01 10:29:20,Régulier,ZIPL02,48,ODIER,2025-06-01 10:11:20,2025-06-01 10:11:00,48 - 54,0.0
143651,2025-06-01,48z - 55,1900-01-01 10:24:00,1900-01-01 10:34:40,Régulier,LULY00,47,ODIER,2025-06-01 10:24:00,2025-06-01 10:24:00,47 - 55,0.0
143348,2025-06-01,33 - 6,1900-01-01 10:25:40,1900-01-01 10:42:20,Régulier,PMAR00,31,Genève-Tours,2025-06-01 10:25:40,2025-06-01 10:25:00,31 - 6,0.0
143515,2025-06-01,32 - 2,1900-01-01 10:26:00,1900-01-01 10:47:00,Régulier,PRSM05,37,Genève-Tours,2025-06-01 10:26:00,2025-06-01 10:26:00,37 - 2,0.0
143614,2025-06-01,48z - 54,1900-01-01 10:30:00,1900-01-01 10:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 10:30:00,2025-06-01 10:30:00,47 - 54,0.0
144136,2025-06-01,70z - 52,1900-01-01 10:35:00,1900-01-01 10:50:20,Régulier,SYGA00,70,ODIER,2025-06-01 10:35:00,2025-06-01 10:35:00,70 - 52,0.0
143727,2025-06-01,48z - 53,1900-01-01 10:41:00,1900-01-01 10:59:00,Régulier,ZIPL02,48,ODIER,2025-06-01 10:41:00,2025-06-01 10:41:00,48 - 53,0.0
143793,2025-06-01,55 - 21,1900-01-01 10:41:00,1900-01-01 11:02:40,Régulier,BOSY00,55,ODIER,2025-06-01 10:41:00,2025-06-01 10:41:00,55 - 1,0.0
143368,2025-06-01,33 - 6,1900-01-01 10:53:40,1900-01-01 11:11:20,Régulier,PRSM00,31,Genève-Tours,2025-06-01 10:53:40,2025-06-01 10:53:00,31 - 6,0.0
143652,2025-06-01,48z - 54,1900-01-01 10:54:00,1900-01-01 11:05:00,Régulier,LULY00,47,ODIER,2025-06-01 10:54:00,2025-06-01 10:54:00,47 - 54,0.0
143497,2025-06-01,32 - 2,1900-01-01 10:57:00,1900-01-01 11:19:20,Régulier,LULI00,37,Genève-Tours,2025-06-01 10:57:00,2025-06-01 10:57:00,37 - 2,0.0
143615,2025-06-01,48z - 53,1900-01-01 11:00:00,1900-01-01 11:12:00,Régulier,CRCO05,47,ODIER,2025-06-01 11:00:00,2025-06-01 11:00:00,47 - 53,0.0
143690,2025-06-01,48z - 54,1900-01-01 11:06:00,1900-01-01 11:27:00,Régulier,CRCO02,48,ODIER,2025-06-01 11:06:00,2025-06-01 11:06:00,48 - 54,0.0
144118,2025-06-01,70z - 52,1900-01-01 11:08:00,1900-01-01 11:25:00,Régulier,CRCO05,70,ODIER,2025-06-01 11:08:00,2025-06-01 11:08:00,70 - 52,0.0
143813,2025-06-01,55 - 21,1900-01-01 11:10:00,1900-01-01 11:30:40,Régulier,CHAV00,55,ODIER,2025-06-01 11:10:00,2025-06-01 11:10:00,55 - 1,0.0
143728,2025-06-01,48z - 55,1900-01-01 11:11:00,1900-01-01 11:29:00,Régulier,ZIPL02,48,ODIER,2025-06-01 11:11:00,2025-06-01 11:11:00,48 - 55,0.0
143653,2025-06-01,48z - 53,1900-01-01 11:24:00,1900-01-01 11:35:20,Régulier,LULY00,47,ODIER,2025-06-01 11:24:00,2025-06-01 11:24:00,47 - 53,0.0
143349,2025-06-01,33 - 5,1900-01-01 11:25:40,1900-01-01 11:44:00,Régulier,PMAR00,31,Genève-Tours,2025-06-01 11:25:40,2025-06-01 11:25:00,31 - 5,0.0
143516,2025-06-01,32 - 2,1900-01-01 11:26:00,1900-01-01 11:47:20,Régulier,PRSM05,37,Genève-Tours,2025-06-01 11:26:00,2025-06-01 11:26:00,37 - 2,0.0
143616,2025-06-01,48z - 55,1900-01-01 11:30:00,1900-01-01 11:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 11:30:00,2025-06-01 11:30:00,47 - 55,0.0
144137,2025-06-01,70z - 52,1900-01-01 11:35:00,1900-01-01 11:50:40,Régulier,SYGA00,70,ODIER,2025-06-01 11:35:00,2025-06-01 11:35:00,70 - 52,0.0
143691,2025-06-01,48z - 53,1900-01-01 11:36:00,1900-01-01 11:57:00,Régulier,CRCO02,48,ODIER,2025-06-01 11:36:00,2025-06-01 11:36:00,48 - 53,0.0
143794,2025-06-01,55 - 21,1900-01-01 11:41:00,1900-01-01 12:03:40,Régulier,BOSY00,55,ODIER,2025-06-01 11:41:00,2025-06-01 11:41:00,55 - 1,0.0
143729,2025-06-01,48z - 54,1900-01-01 11:41:20,1900-01-01 11:59:20,Régulier,ZIPL02,48,ODIER,2025-06-01 11:41:20,2025-06-01 11:41:00,48 - 54,0.0
143406,2025-06-01,37 - 7,1900-01-01 11:47:00,1900-01-01 12:15:00,Régulier,PRSM00,32,Genève-Tours,2025-06-01 11:47:00,2025-06-01 11:47:00,32 - 7,0.0
143654,2025-06-01,48z - 55,1900-01-01 11:54:00,1900-01-01 12:05:40,Régulier,LULY00,47,ODIER,2025-06-01 11:54:00,2025-06-01 11:54:00,47 - 55,0.0
143369,2025-06-01,33 - 5,1900-01-01 11:54:40,1900-01-01 12:13:00,Régulier,PRSM00,31,Genève-Tours,2025-06-01 11:54:40,2025-06-01 11:54:00,31 - 5,0.0
143498,2025-06-01,32 - 2,1900-01-01 11:56:00,1900-01-01 12:20:20,Régulier,LULI00,37,Genève-Tours,2025-06-01 11:56:00,2025-06-01 11:56:00,37 - 2,0.0
143617,2025-06-01,48z - 54,1900-01-01 12:00:00,1900-01-01 12:12:00,Régulier,CRCO05,47,ODIER,2025-06-01 12:00:00,2025-06-01 12:00:00,47 - 54,0.0
143692,2025-06-01,48z - 55,1900-01-01 12:06:00,1900-01-01 12:27:00,Régulier,CRCO02,48,ODIER,2025-06-01 12:06:00,2025-06-01 12:06:00,48 - 55,0.0
144119,2025-06-01,70z - 52,1900-01-01 12:08:00,1900-01-01 12:25:00,Régulier,CRCO05,70,ODIER,2025-06-01 12:08:00,2025-06-01 12:08:00,70 - 52,0.0
143814,2025-06-01,55 - 21,1900-01-01 12:10:00,1900-01-01 12:30:40,Régulier,CHAV00,55,ODIER,2025-06-01 12:10:00,2025-06-01 12:10:00,55 - 1,0.0
143517,2025-06-01,32 - 1,1900-01-01 12:22:00,1900-01-01 12:43:20,Régulier,PRSM05,37,Genève-Tours,2025-06-01 12:22:00,2025-06-01 12:22:00,37 - 1,0.0
143655,2025-06-01,48z - 54,1900-01-01 12:24:00,1900-01-01 12:35:20,Régulier,LULY00,47,ODIER,2025-06-01 12:24:00,2025-06-01 12:24:00,47 - 54,0.0
143350,2025-06-01,33 - 6,1900-01-01 12:25:40,1900-01-01 12:43:00,Régulier,PMAR00,31,Genève-Tours,2025-06-01 12:25:40,2025-06-01 12:25:00,31 - 6,0.0
143388,2025-06-01,37 - 7,1900-01-01 12:28:40,1900-01-01 12:54:40,Régulier,JUMR01,32,Genève-Tours,2025-06-01 12:28:40,2025-06-01 12:28:00,32 - 7,0.0
143618,2025-06-01,48z - 56,1900-01-01 12:30:00,1900-01-01 12:42:00,Régulier,CRCO05,47,ODIER,2025-06-01 12:30:00,2025-06-01 12:30:00,47 - 56,0.0
144175,2025-06-01,72 - 7,1900-01-01 12:35:00,1900-01-01 12:58:00,Régulier,SYGA01,71,GLOBE,2025-06-01 12:35:00,2025-06-01 12:35:00,71 - 7,0.0
143693,2025-06-01,48z - 54,1900-01-01 12:36:00,1900-01-01 12:57:00,Régulier,CRCO02,48,ODIER,2025-06-01 12:36:00,2025-06-01 12:36:00,48 - 54,0.0
143730,2025-06-01,48z - 55,1900-01-01 12:41:00,1900-01-01 12:59:40,Régulier,ZIPL02,48,ODIER,2025-06-01 12:41:00,2025-06-01 12:41:00,48 - 55,0.0
143795,2025-06-01,55 - 21,1900-01-01 12:41:00,1900-01-01 13:03:20,Régulier,BOSY00,55,ODIER,2025-06-01 12:41:00,2025-06-01 12:41:00,55 - 1,0.0
